面积,价格,格局,楼层,朝向,装修,年建,板楼塔楼,所在区域,电梯有无,房屋年限,交易权限,房型
80.92平米,389万,2室1厅,中楼层/共11层,南,平层/精装,2015年建,板塔结合,通州  九棵树(家乐福) 五至六环,有,满两年,商品房,2室1厅1厨1卫
82.69平米,469万,2室1厅,高楼层/共18层,西南,平层/简装,2014年建,板塔结合,昌平  回龙观 五至六环 近8号线回龙观东大街站,有,满两年,商品房,2室1厅1厨1卫
68.16平米,310万,2室1厅,中楼层/共21层,西南,平层/精装,2010年建,塔楼,石景山  八角 五至六环,有,满两年,商品房,2室1厅1厨1卫
76.66平米,262万,2室1厅,中楼层/共7层,南 北,平层/精装,2000年建,板楼,大兴  大兴其它 五至六环,无,满五年,商品房,2室1厅1厨1卫
88.23平米,449万,2室1厅,低楼层/共21层,南 北,平层/精装,2010年建,板塔结合,丰台  宋家庄 三至四环 近5号线宋家庄站,有,满五年,二类经济适用房,2室1厅1厨1卫
78.4平米,275万,2室2厅,低楼层/共6层,南 北,平层/简装,1997年建,板楼,大兴  瀛海 五至六环 近8号线南段瀛海站,无,满五年,一类经济适用房,2室2厅1厨1卫
101.97平米,875万,2室1厅,中楼层/共24层,南,平层/精装,2008年建,板楼,朝阳  双井 二至三环,有,满五年,商品房,2室1厅1厨1卫
50.65平米,180万,1室1厅,中楼层/共28层,南,平层/简装,未知年建,板楼,顺义  马坡 ,有,满五年,商品房,1室1厅1厨1卫
61.9平米,419万,2室1厅,低楼层/共22层,南,平层/简装,1993年建,塔楼,丰台  西罗园 二至三环,有,满两年,商品房,2室1厅1厨1卫
75.02平米,220万,2室1厅,顶层/共6层,南 北,平层/简装,1995年建,板楼,大兴  观音寺 五至六环,无,满五年,商品房,2室1厅1厨1卫
69.58平米,272万,2室1厅,低楼层/共6层,南 北,平层/精装,1997年建,板楼,顺义  顺义城 六环外,无,满两年,商品房,2室1厅1厨1卫
63.94平米,241万,1室1厅,低楼层/共22层,东南,平层/简装,2008年建,板塔结合,通州  九棵树(家乐福) 五至六环,有,满五年,限价商品房,1室1厅1厨1卫
97.76平米,475万,2室1厅,中楼层/共14层,南 北,平层/精装,2005年建,板塔结合,朝阳  定福庄 五至六环 近八通线传媒大学站,有,满五年,商品房,2室1厅1厨1卫
114.87平米,410万,2室2厅,中楼层/共13层,东 西,平层/精装,2005年建,板楼,昌平  天通苑 五至六环,有,满五年,一类经济适用房,2室2厅1厨1卫
25.6平米,358万,1室0厅,高楼层/共26层,北,平层/简装,2006年建,塔楼,西城  广安门 二至三环 近7号线达官营站,有,满五年,商品房,1室0厅1厨1卫
101.55平米,419万,2室1厅,高楼层/共18层,西南,平层/精装,2000年建,塔楼,石景山  苹果园 五至六环,有,满五年,商品房,2室1厅1厨1卫
48.2平米,377万,1室1厅,低楼层/共6层,东 西,平层/精装,1994年建,板楼,朝阳  亚运村 四至五环 近15号线安立路站,无,满五年,商品房,1室1厅1厨1卫
49.96平米,499万,2室1厅,顶层/共6层,东北,平层/精装,1983年建,板楼,西城  白纸坊 二环内,无,满五年,已购公房,2室1厅1厨1卫
57平米,392万,2室1厅,高楼层/共6层,南 北,平层/精装,1986年建,板楼,朝阳  惠新西街 三至四环 近5号线惠新西街南口站,无,满两年,商品房,2室1厅1厨1卫
58.22平米,275万,2室1厅,中楼层/共6层,南,平层/精装,1987年建,板楼,石景山  古城 五至六环 近1号线古城站,无,满五年,商品房,2室1厅1厨1卫
82.85平米,400万,2室1厅,中楼层/共24层,南,平层/精装,2003年建,塔楼,石景山  苹果园 五至六环 近1号线苹果园站,有,满两年,商品房,2室1厅1厨2卫
89.31平米,425万,2室2厅,中楼层/共14层,东 西,平层/简装,2005年建,板塔结合,石景山  八角 五至六环 近1号线八角游乐园站,有,满五年,商品房,2室2厅1厨1卫
54.6平米,426万,2室1厅,高楼层/共6层,南 北,平层/简装,1986年建,板楼,海淀  五棵松 四至五环 近1号线五棵松站,无,满五年,央产房,2室1厅1厨1卫
62.94平米,268万,1室1厅,中楼层/共6层,东 西,平层/简装,2000年建,板楼,大兴  郁花园 五至六环 近4号线大兴线高米店北站,无,满五年,商品房,1室1厅1厨1卫
98.8平米,340万,2室1厅,中楼层/共23层,西北,平层/简装,2004年建,塔楼,昌平  天通苑 五至六环 近5号线天通苑站,有,满五年,一类经济适用房,2室1厅1厨1卫
91.14平米,536万,2室1厅,中楼层/共21层,南 北,平层/精装,2010年建,板塔结合,海淀  西三旗 五至六环,有,满五年,商品房,2室1厅1厨1卫
93.38平米,429万,2室1厅,高楼层/共23层,西南,平层/毛坯,2007年建,塔楼,丰台  岳各庄 四至五环,有,满两年,二类经济适用房,2室1厅1厨1卫
63.29平米,203.5万,2室1厅,高楼层/共19层,南,平层/简装,2012年建,板楼,门头沟  大峪 六环外,有,满五年,商品房,2室1厅1厨1卫
95.17平米,335万,2室2厅,底层/共7层,南 北,平层/简装,2003年建,板楼,昌平  北七家 五至六环,无,满五年,商品房,2室2厅1厨1卫
58.66平米,196万,1室1厅,低楼层/共15层,南,平层/简装,2009年建,板塔结合,房山  长阳 五至六环,有,满两年,商品房,1室1厅1厨1卫
83.73平米,430万,1室1厅,高楼层/共24层,西,平层/精装,2011年建,塔楼,朝阳  百子湾 四至五环,有,满五年,商品房,1室1厅1厨1卫
88.82平米,488万,2室1厅,中楼层/共18层,南,平层/简装,2010年建,板楼,丰台  宋家庄 三至四环 近5号线宋家庄站,有,满五年,限价商品房,2室1厅1厨1卫
44.6平米,537万,1室1厅,中楼层/共7层,南 北,平层/简装,1994年建,板楼,西城  阜成门 二至三环 近6号线车公庄西站,无,满五年,已购公房,1室1厅1厨1卫
35.36平米,185万,1室1厅,底层/共6层,西南,平层/简装,1989年建,板楼,大兴  枣园 五至六环 近4号线大兴线清源路站,无,满五年,商品房,1室1厅1厨1卫
83.73平米,375万,2室1厅,低楼层/共13层,南 北,平层/精装,2016年建,板楼,顺义  后沙峪 五至六环,有,满两年,商品房,2室1厅1厨1卫
71.78平米,268万,2室1厅,低楼层/共26层,西北,平层/精装,2015年建,板楼,大兴  天宫院 六环外 近4号线大兴线生物医药基地站,有,满两年,商品房,2室1厅1厨1卫
57.7平米,270万,2室1厅,顶层/共6层,南 北,平层/简装,1994年建,板楼,丰台  青塔 四至五环,无,满五年,商品房,2室1厅1厨1卫
91.52平米,876万,2室2厅,中楼层/共16层,东南,平层/简装,2000年建,塔楼,海淀  世纪城 三至四环 近10号线车道沟站,有,满五年,商品房,2室2厅1厨1卫
67.52平米,235万,1室1厅,中楼层/共6层,南 北,平层/简装,2004年建,板楼,大兴  黄村火车站 五至六环 近4号线大兴线黄村火车站站,无,满五年,商品房,1室1厅1厨1卫
54.1平米,355万,2室1厅,中楼层/共15层,南,精装,2005年建,塔楼,海淀  清河 五至六环 近8号线永泰庄站,有,满两年,商品房,2室1厅1厨1卫
78.73平米,666万,3室1厅,中楼层/共7层,东 西 北,平层/精装,1990年建,板楼,东城  朝阳门外 二至三环 近2号线东四十条站,无,满五年,已购公房,3室1厅1厨1卫
61.1平米,379万,2室1厅,中楼层/共20层,南,平层/精装,1994年建,塔楼,朝阳  甜水园 三至四环 近6号线金台路站,有,满两年,商品房,2室1厅1厨1卫
92.71平米,690万,2室1厅,低楼层/共21层,南,平层/精装,2012年建,板楼,海淀  安宁庄 五至六环,有,满五年,商品房,2室1厅1厨1卫
58.17平米,258万,1室1厅,低楼层/共9层,南,平层/简装,2011年建,板楼,丰台  花乡 四至五环,有,满五年,商品房,1室1厅1厨1卫
58.59平米,648万,2室1厅,高楼层/共15层,南 西,平层/简装,1986年建,板塔结合,西城  长椿街 二环内 近2号线长椿街站,有,满五年,已购公房,2室1厅1厨1卫
38.28平米,408万,1室1厅,中楼层/共14层,南,平层/简装,1992年建,板塔结合,东城  东直门  近2号线东直门站,有,满五年,已购公房,1室1厅1厨1卫
78.36平米,431万,2室1厅,底层/共6层,南 北,平层/简装,1999年建,板楼,昌平  回龙观 五至六环 近13号线龙泽站,无,满五年,商品房,2室1厅1厨1卫
63.75平米,435万,2室1厅,高楼层/共18层,南,平层/精装,1994年建,塔楼,朝阳  望京 四至五环,有,满五年,已购公房,2室1厅1厨1卫
62.24平米,255万,2室1厅,顶层/共6层,南,平层/简装,1993年建,板楼,昌平  东关 六环外,无,满五年,已购公房,2室1厅1厨1卫
70.99平米,448万,2室1厅,低楼层/共28层,南,平层/精装,2013年建,板楼,大兴  枣园 五至六环 近4号线大兴线枣园站,有,满五年,商品房,2室1厅1厨1卫
54.28平米,170万,1室1厅,高楼层/共15层,南,平层/简装,2007年建,板楼,大兴  天宫院南 五至六环,有,满五年,商品房,1室1厅1厨1卫
79.8平米,347万,2室1厅,顶层/共15层,南,平层/简装,2010年建,板塔结合,昌平  立水桥 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
82.69平米,299万,3室1厅,低楼层/共6层,南 北,平层/简装,1996年建,板楼,大兴  瀛海 五至六环 近8号线南段德茂站,无,满五年,商品房,3室1厅1厨1卫
89.86平米,359万,2室1厅,低楼层/共27层,南,平层/精装,2010年建,板塔结合,通州  九棵树(家乐福) 五至六环,有,满五年,二类经济适用房,2室1厅1厨1卫
43.74平米,315万,1室1厅,顶层/共24层,南,平层/精装,1996年建,塔楼,朝阳  劲松 三至四环 近10号线劲松站,有,满五年,商品房,1室1厅1厨1卫
104.23平米,386万,2室1厅,高楼层/共15层,东南,平层/简装,1995年建,板塔结合,石景山  鲁谷 四至五环,有,满五年,商品房,2室1厅1厨1卫
41.43平米,485万,2室1厅,中楼层/共5层,南,平层/简装,1980年建,板楼,东城  和平里 二至三环 近13号线柳芳站,无,满五年,商品房,2室1厅1厨1卫
45.3平米,408万,2室1厅,中楼层/共6层,东,平层/精装,1986年建,板楼,海淀  新街口 二至三环,无,满五年,已购公房,2室1厅1厨1卫
81.15平米,425万,2室1厅,中楼层/共24层,南,平层/简装,2001年建,塔楼,石景山  杨庄 五至六环 近6号线杨庄站,有,满五年,已购公房,2室1厅1厨1卫
184.76平米,520万,3室2厅,高楼层/共7层,南 北,复式/精装,2005年建,板楼,昌平  天通苑 五至六环,无,满五年,一类经济适用房,3室2厅1厨2卫
52.41平米,355万,1室0厅,低楼层/共9层,南,平层/精装,2011年建,板楼,丰台  草桥 三至四环 近4号线大兴线角门西站,有,满两年,商品房,1室0厅1厨1卫
75.3平米,316万,2室1厅,高楼层/共18层,南 北,平层/简装,2014年建,板楼,房山  长阳 五至六环,有,满两年,商品房,2室1厅1厨1卫
40.59平米,196万,2室0厅,底层/共5层,东 西,平层/简装,1978年建,板楼,石景山  古城 五至六环 近6号线杨庄站,无,满五年,商品房,2室0厅1厨1卫
55.62平米,260万,1室1厅,中楼层/共6层,东 西,平层/简装,1996年建,板楼,石景山  鲁谷 四至五环,无,满五年,商品房,1室1厅1厨1卫
70.42平米,450万,2室1厅,高楼层/共23层,东南,平层/精装,2008年建,塔楼,丰台  马连道 二至三环,有,满五年,二类经济适用房,2室1厅1厨1卫
89.19平米,540万,2室1厅,中楼层/共18层,南,平层/精装,2008年建,板塔结合,海淀  西三旗 五至六环,有,满五年,商品房,2室1厅1厨1卫
53.9平米,210万,1室1厅,低楼层/共21层,东南,平层/精装,2010年建,塔楼,石景山  八角 五至六环,有,满五年,一类经济适用房,1室1厅1厨1卫
58.6平米,680万,2室1厅,高楼层/共12层,南,平层/精装,1981年建,板塔结合,西城  木樨地 二至三环 近1号线南礼士路站,有,满两年,商品房,2室1厅1厨1卫
51.53平米,665万,1室1厅,中楼层/共6层,南 北,平层/精装,2003年建,板楼,东城  朝阳门内 二环内 近2号线朝阳门站,无,满五年,商品房,1室1厅1厨1卫
89.17平米,520万,2室1厅,中楼层/共22层,南 北,平层/精装,2011年建,板楼,朝阳  豆各庄 五至六环 近7号线黄厂站,有,满五年,商品房,2室1厅1厨1卫
56.93平米,299万,2室1厅,中楼层/共6层,南 北,平层/精装,1990年建,板楼,丰台  玉泉营 三至四环 近9号线丰台南路站,无,满五年,商品房,2室1厅1厨1卫
68.15平米,620万,2室1厅,低楼层/共26层,东,平层/精装,1999年建,塔楼,海淀  小西天 二至三环,有,满五年,已购公房,2室1厅1厨1卫
50.83平米,275万,2室1厅,底层/共6层,东南 东北,平层/简装,1985年建,板楼,朝阳  大山子 四至五环,无,满五年,已购公房,2室1厅1厨1卫
71.91平米,438万,2室1厅,中楼层/共10层,南 北,平层/简装,2005年建,板塔结合,丰台  马家堡 三至四环 近4号线大兴线公益西桥站,有,满五年,商品房,2室1厅1厨1卫
53.81平米,175万,2室1厅,低楼层/共6层,南 北,平层/简装,1991年建,板楼,门头沟  大峪 六环外,无,满两年,商品房,2室1厅1厨1卫
129.63平米,628万,3室2厅,低楼层/共9层,南 北,平层/毛坯,2011年建,板塔结合,通州  临河里 五至六环,有,满五年,商品房,3室2厅1厨1卫
95.93平米,258万,1室2厅,底层/共14层,南 北,平层/精装,2009年建,板塔结合,房山  长阳 五至六环,有,满五年,商品房,1室2厅1厨1卫
78.71平米,462万,2室2厅,中楼层/共6层,南 北,平层/简装,1998年建,板楼,丰台  马家堡 三至四环 近4号线大兴线角门西站,无,满五年,商品房,2室2厅1厨2卫
62.39平米,215万,2室1厅,顶层/共6层,南 北,平层/简装,1994年建,板楼,朝阳  首都机场 五至六环,无,满五年,商品房,2室1厅1厨1卫
89.68平米,458万,3室1厅,顶层/共18层,东南 北,平层/简装,1991年建,塔楼,朝阳  潘家园 二至三环 近10号线潘家园站,有,满两年,已购公房,3室1厅1厨1卫
88.54平米,423万,2室1厅,低楼层/共27层,南 北,平层/简装,2012年建,板塔结合,通州  临河里  近八通线临河里站,有,满两年,商品房,2室1厅1厨1卫
95.51平米,718万,2室1厅,顶层/共20层,西南,平层/精装,2003年建,板塔结合,朝阳  太阳宫 三至四环 近10号线太阳宫站,有,满五年,商品房,2室1厅1厨1卫
61.6平米,535万,2室1厅,底层/共18层,东南,平层/毛坯,1993年建,塔楼,海淀  二里庄 四至五环,有,满五年,已购公房,2室1厅1厨1卫
102.98平米,585万,2室2厅,高楼层/共22层,南,平层/精装,2006年建,塔楼,丰台  玉泉营 三至四环 近10号线丰台站站,有,满五年,商品房,2室2厅1厨1卫
59.89平米,430万,2室1厅,顶层/共6层,南 北,平层/简装,1995年建,板楼,朝阳  马甸 二至三环 近8号线安华桥站,无,满五年,已购公房,2室1厅1厨1卫
89.62平米,398万,2室1厅,高楼层/共11层,南 北,平层/简装,2009年建,板塔结合,昌平  西三旗 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
198平米,2080万,4室2厅,高楼层/共15层,南 北,平层/毛坯,2005年建,板楼,海淀  五棵松 三至四环,有,满五年,商品房,4室2厅1厨3卫
109.61平米,525万,3室1厅,中楼层/共25层,西北,平层/简装,2001年建,塔楼,丰台  木樨园 三至四环 近10号线石榴庄站,有,满五年,商品房,3室1厅1厨1卫
61.08平米,589万,2室1厅,中楼层/共6层,南 北,平层/简装,1990年建,板楼,海淀  苏州桥 三至四环 近4号线大兴线人民大学站,无,满五年,已购公房,2室1厅1厨1卫
130.91平米,648万,3室2厅,低楼层/共17层,南 北,平层/简装,2006年建,板塔结合,朝阳  常营 五至六环,有,满五年,商品房,3室2厅1厨2卫
82.66平米,315万,2室1厅,低楼层/共24层,东南,平层/精装,2005年建,板塔结合,通州  果园 五至六环 近八通线果园站,有,满五年,商品房,2室1厅1厨1卫
81.58平米,355万,2室1厅,低楼层/共15层,南 北,平层/简装,2010年建,板塔结合,昌平  立水桥 五至六环,有,满五年,限价商品房,2室1厅1厨1卫
88.74平米,199万,2室1厅,中楼层/共18层,南 北,平层/毛坯,2016年建,暂无数据,平谷  平谷其它 六环外,有,满两年,商品房,2室1厅1厨1卫
127.1平米,630万,3室2厅,底层/共27层,东南,平层/简装,1997年建,塔楼,朝阳  望京 四至五环 近15号线望京站,有,满五年,私产,3室2厅1厨1卫
121.94平米,450万,3室1厅,中楼层/共10层,南 北,平层/简装,2006年建,板楼,昌平  回龙观 五至六环,有,满五年,一类经济适用房,3室1厅1厨2卫
152.08平米,508万,4室1厅,底层/共6层,南 北,平层/简装,2001年建,板楼,昌平  天通苑 五至六环,无,满五年,一类经济适用房,4室1厅1厨2卫
101.4平米,552万,2室2厅,低楼层/共27层,西南,平层/精装,2005年建,塔楼,丰台  木樨园 三至四环 近10号线石榴庄站,有,满五年,商品房,2室2厅1厨2卫
